IF,Shapre Fac,CF,RMS,Kur,Skew,Var,SD,Mean,Range,TARGET
0.913048727,1.001866722,0.911347494,20.69592388,-0.404451016,-0.625991195,1.594646683,1.262793207,-20.65736233,5.13559322,128UL
0.911421641,1.001856664,0.909732573,20.70604686,-0.391545723,-0.632737773,1.587630963,1.260012287,-20.66767393,5.19531881,128UL
0.912580585,1.001859942,0.910886389,20.7037423,-0.419996764,-0.623332414,1.59007192,1.260980539,-20.66530603,5.15657789,128UL
0.91349796,1.001847025,0.911813816,20.69153565,-0.415704092,-0.625597571,1.577198563,1.255865663,-20.65338832,5.1622276,128UL
0.913477578,1.001845539,0.911794825,20.69816287,-0.430688728,-0.612711696,1.576942815,1.255763837,-20.66003397,5.17917676,128UL
0.912661048,1.001847962,0.910977596,20.69635359,-0.409764838,-0.627238346,1.578731154,1.256475688,-20.65817806,5.10653753,128UL
0.914439975,1.001847927,0.912753274,20.69146076,-0.432789193,-0.61587993,1.577954657,1.256166652,-20.65329499,5.06053268,128UL
0.912259507,1.001869708,0.910557032,20.69173062,-0.433928468,-0.607380928,1.596543087,1.26354386,-20.65311533,5.22033898,128UL
0.914737885,1.001855302,0.913043913,20.69194603,-0.393785144,-0.635281297,1.584309003,1.258693371,-20.65362732,5.17352704,128UL
0.911631195,1.001837888,0.909958793,20.69025566,-0.403239104,-0.63104484,1.569223088,1.252686349,-20.65229906,5.19612591,128UL
0.911032011,1.001839683,0.909359079,20.69768785,-0.407443376,-0.629517104,1.571880175,1.253746456,-20.65968059,5.17352703,128UL
0.913006775,1.001833705,0.911335654,20.69884964,-0.409313613,-0.627958581,1.566962284,1.251783641,-20.66096354,5.1299435,128UL
0.913973806,1.001872864,0.912265258,20.69545187,-0.42394673,-0.622113978,1.599806111,1.26483442,-20.65676455,5.16949152,128UL
0.912797957,1.001866101,0.911097756,20.71311291,-0.412251867,-0.623432555,1.59676733,1.263632593,-20.67453214,5.1598063,128UL
0.913569339,1.001886415,0.911849213,20.71905651,-0.446501331,-0.619651314,1.615026403,1.270836891,-20.68004536,5.15254237,128UL
0.913618663,1.001842067,0.911938811,20.71790589,-0.421386159,-0.628289197,1.576988054,1.255781849,-20.67981229,5.1598063,128UL
0.912210767,1.001844901,0.910530928,20.70473354,-0.427166553,-0.618439862,1.577399694,1.255945737,-20.6666057,5.16303471,128UL
0.913219433,1.001870488,0.911514456,20.71604022,-0.436042268,-0.617828343,1.600962397,1.265291428,-20.67736347,5.1291364,128UL
0.912240189,1.001868945,0.910538443,20.69924424,-0.425975858,-0.618074445,1.597052901,1.263745584,-20.66063066,5.13236481,128UL
0.912305326,1.001861976,0.910609792,20.70116772,-0.449656474,-0.623434039,1.591410182,1.261511071,-20.66269428,5.16626311,128UL
0.91369624,1.001848573,0.912010322,20.69150222,-0.423077536,-0.62096343,1.578511354,1.256388218,-20.65332304,5.11783696,128UL
0.910275528,1.001887776,0.90856037,20.69100976,-0.440728475,-0.608184866,1.611815698,1.269573038,-20.65202337,5.18644067,128UL
0.911813337,1.001861365,0.910119273,20.70434357,-0.417480516,-0.623342018,1.591377499,1.261498117,-20.66587683,5.16464892,128UL
0.912443159,1.00185014,0.910758129,20.68893421,-0.430612214,-0.617591375,1.579453759,1.256763207,-20.65072747,5.15496368,128UL
0.912215951,1.001887352,0.910497522,20.71258472,-0.453091495,-0.605358723,1.614817181,1.270754572,-20.67356642,5.11138015,128UL
0.914145698,1.001854014,0.912453995,20.72389909,-0.445128201,-0.617861686,1.588105803,1.2602007,-20.68554779,5.0645682,128UL
0.9121762,1.001857212,0.910485236,20.71552357,-0.402746586,-0.63815848,1.589552057,1.260774388,-20.67712177,5.21388216,128UL
0.912090531,1.001876639,0.910382072,20.70457274,-0.440798915,-0.615947016,1.604435208,1.266663021,-20.66579051,5.20096853,128UL
0.911658063,1.001864959,0.909961022,20.71237906,-0.432351096,-0.621405483,1.595679597,1.26320212,-20.67382323,5.18079096,128UL
0.910977647,1.001861812,0.90928473,20.7215708,-0.437917111,-0.622618006,1.594408565,1.262698921,-20.68306282,5.15092817,128UL
0.912750081,1.00184338,0.911070632,20.70664251,-0.433209376,-0.616824015,1.576393763,1.255545205,-20.66854253,5.11864407,128UL
0.913426446,1.001866901,0.911724346,20.7068449,-0.429518489,-0.626703905,1.59648337,1.263520229,-20.66825929,5.0952381,128UL
0.913213884,1.001865959,0.911513038,20.70633247,-0.429868227,-0.613593831,1.595600622,1.26317086,-20.66776726,5.15415658,128UL
0.912437271,1.001867461,0.910736506,20.7098082,-0.415140113,-0.623527963,1.59741738,1.263889782,-20.67120554,5.17675545,128UL
0.91470484,1.001866334,0.913000875,20.71060163,-0.408821763,-0.637429795,1.59657878,1.263557984,-20.67202073,5.13478612,128UL
0.912664448,1.001863161,0.91096717,20.70013441,-0.436635071,-0.605377494,1.592260844,1.261848186,-20.66163846,5.1291364,128UL
0.912658729,1.001837024,0.910985227,20.71035571,-0.418804118,-0.628251108,1.571536673,1.253609458,-20.67238005,5.12510088,128UL
0.913350767,1.001865282,0.911650283,20.69967394,-0.412118617,-0.614745716,1.593997425,1.262536108,-20.6611351,5.12429378,128UL
0.913276315,1.001862886,0.911578149,20.70131192,-0.4286659,-0.614074672,1.592207819,1.261827175,-20.66281944,5.07990315,128UL
0.911318008,1.001859727,0.909626352,20.69870462,-0.414996434,-0.621714368,1.589114924,1.260601017,-20.66028214,5.1614205,128UL
0.91177997,1.00186326,0.910084247,20.71134831,-0.404624755,-0.641561573,1.594070989,1.262565241,-20.67282946,5.20742535,128UL
0.913204035,1.001867631,0.911501687,20.70127753,-0.409050292,-0.626850412,1.596246441,1.263426468,-20.66268726,5.07425343,128UL
0.913707482,1.001877364,0.911995334,20.69803716,-0.439548458,-0.615637174,1.604040107,1.26650705,-20.65925222,5.13962873,128UL
0.913162337,1.001871772,0.911456298,20.69256782,-0.420104095,-0.613912252,1.598430663,1.264290577,-20.6539084,5.11299435,128UL
0.910152692,1.001897468,0.908428977,20.69755628,-0.445721512,-0.602051618,1.621092492,1.273221305,-20.65835772,5.21791767,128UL
0.91176142,1.001860932,0.910067846,20.69398437,-0.433575559,-0.611262235,1.58941659,1.260720663,-20.65554581,5.1622276,128UL
0.912980218,1.00185222,0.911292303,20.69540595,-0.409286518,-0.628959349,1.582214132,1.257860935,-20.65714437,5.13640033,128UL
0.912670749,1.001835039,0.91099903,20.69586665,-0.392715069,-0.63488579,1.567647779,1.252057418,-20.65795848,5.13559322,128UL
0.91348036,1.001855184,0.911788825,20.70803614,-0.414929096,-0.626070342,1.586673338,1.259632223,-20.66969006,5.11702986,128UL
0.913033763,1.001867658,0.911331708,20.69893928,-0.399431218,-0.633045599,1.595908891,1.263292876,-20.66035282,5.15334947,128UL
0.911151154,1.001876726,0.909444376,20.71527087,-0.421087839,-0.624339026,1.606167564,1.267346663,-20.67646681,5.18886199,128UL
0.912083055,1.001847479,0.910401107,20.71300519,-0.416384193,-0.635979327,1.580860626,1.257322801,-20.67480891,5.19209039,128UL
0.912480924,1.001859091,0.910787687,20.70864444,-0.410824467,-0.629419811,1.59009938,1.260991427,-20.67021662,5.10653753,128UL
0.91328513,1.001848381,0.911600145,20.71409295,-0.434913415,-0.619642057,1.581796286,1.25769483,-20.67587605,5.12348668,128UL
0.913675317,1.00184869,0.911989331,20.72383815,-0.446109675,-0.611426969,1.583548959,1.258391417,-20.68559689,5.06214689,128UL
0.914566228,1.001855879,0.912872048,20.71440851,-0.421131256,-0.629332137,1.588243391,1.260255288,-20.67603629,5.14527845,128UL
0.912553942,1.001843994,0.910874295,20.71819438,-0.440722877,-0.615592703,1.578677592,1.256454373,-20.68006047,5.11702986,128UL
0.913551911,1.001826218,0.911886607,20.71466652,-0.408776373,-0.633814214,1.562968417,1.250187353,-20.67690597,5.13397901,128UL
0.91139693,1.001865388,0.909699987,20.70945023,-0.431253299,-0.624764074,1.59559393,1.263168211,-20.67089101,5.16222761,128UL
0.915322923,1.001858469,0.91362498,20.715889,-0.416241991,-0.634758973,1.590681019,1.261222034,-20.67746058,5.13801453,128UL
0.911947802,1.001866736,0.910248608,20.71736204,-0.416224736,-0.626827764,1.597964105,1.26410605,-20.67876026,5.20338983,128UL
0.91288087,1.001854795,0.911190798,20.71276943,-0.421386624,-0.623804083,1.587066865,1.259788421,-20.67442262,5.11945117,128UL
0.9136681,1.001848993,0.911981852,20.71692812,-0.446431492,-0.622689095,1.582751853,1.258074661,-20.67869336,5.11218725,128UL
0.912956833,1.001849239,0.911271674,20.69764584,-0.411438474,-0.630223275,1.580016429,1.256987044,-20.65944159,5.13478612,128UL
0.912804176,1.001876578,0.911094437,20.71230252,-0.421884835,-0.622382767,1.605580685,1.267115103,-20.67350708,5.16868442,128UL
0.914171266,1.001857452,0.912476385,20.70658473,-0.364374749,-0.64975602,1.588385133,1.260311522,-20.66819455,5.17271994,128UL
0.913405249,1.001853451,0.911715428,20.71235898,-0.426637544,-0.618050973,1.585857764,1.259308447,-20.67404065,5.11299435,128UL
0.912885315,1.001871325,0.911180201,20.69972368,-0.442742062,-0.609371062,1.59915538,1.264577155,-20.66106011,5.13478612,128UL
0.911283398,1.00185831,0.909593091,20.70301078,-0.389452009,-0.630699129,1.588568543,1.260384284,-20.66460953,5.27683616,128UL
0.915246133,1.001850373,0.913555714,20.6997902,-0.434582266,-0.618389287,1.58131004,1.257501507,-20.66155861,5.02905569,128UL
0.912858695,1.001867936,0.911156713,20.70380047,-0.417638765,-0.616607356,1.596895758,1.263683409,-20.66519921,5.14931396,128UL
0.913222176,1.001853285,0.911532846,20.70499707,-0.40440399,-0.643389828,1.584588539,1.258804409,-20.6666958,5.13236481,128UL
0.913646277,1.001851756,0.911957554,20.70066467,-0.401578584,-0.63006823,1.582622329,1.258023183,-20.66240294,5.10008071,128UL
0.913054894,1.001841246,0.911376825,20.69260106,-0.409154601,-0.63407429,1.572438872,1.253969247,-20.65457092,5.12025827,128UL
0.913182364,1.001864962,0.911482484,20.69817172,-0.423898783,-0.619863384,1.593493381,1.262336477,-20.65964229,5.15496369,128UL
0.912710306,1.001871727,0.911005153,20.70192917,-0.424457383,-0.632484728,1.599838381,1.264847177,-20.66325321,5.22679581,128UL
0.914071686,1.001845321,0.912388037,20.71212818,-0.414109448,-0.636312671,1.578884873,1.256536857,-20.67397807,5.09039548,128UL
0.914282432,1.001847858,0.912596084,20.70033116,-0.417123634,-0.625782433,1.579248975,1.256681732,-20.66215045,5.07021792,128UL
0.912044129,1.001868458,0.910343191,20.71254977,-0.425239808,-0.620484048,1.598691027,1.264393541,-20.67392142,5.17029863,128UL
0.913487223,1.001849848,0.911800531,20.69714819,-0.397226659,-0.636123119,1.580459501,1.257163275,-20.65893229,5.15496368,128UL
0.912848834,1.001849726,0.911163431,20.69744726,-0.403536861,-0.640369667,1.580401086,1.257140042,-20.65923334,5.18482648,128UL
0.911986696,1.001862247,0.910291508,20.69421963,-0.41001887,-0.622785847,1.590572766,1.261179117,-20.65575352,5.21146085,128UL
0.913128997,1.001862645,0.911431324,20.70199015,-0.430295201,-0.605667672,1.592106867,1.261787172,-20.66350138,5.11299435,128UL
0.91360695,1.001837784,0.911931018,20.7171979,-0.403703949,-0.646748365,1.57322362,1.254282113,-20.67919402,5.14124294,128UL
0.914019718,1.001838141,0.912342704,20.72200383,-0.410179124,-0.628889299,1.574258584,1.254694618,-20.68398376,5.12025827,128UL
0.914643597,1.001859742,0.912945753,20.71096804,-0.395739582,-0.64009479,1.59101144,1.26135302,-20.67252248,5.09281679,128UL
0.913492615,1.001873289,0.911784578,20.6975103,-0.419455157,-0.62079134,1.600486712,1.265103439,-20.65881037,5.12590799,128UL
0.913753221,1.00186841,0.91204914,20.70478049,-0.421244141,-0.618504716,1.597451012,1.263903087,-20.66616762,5.10250202,128UL
0.912735805,1.001862787,0.911038734,20.7011661,-0.436920752,-0.613890625,1.592101078,1.261784878,-20.66267593,5.15254238,128UL
0.911605104,1.001870195,0.909903408,20.71191651,-0.431904444,-0.613560235,1.600075071,1.264940738,-20.67325351,5.13155771,128UL
0.914643289,1.001850728,0.912953661,20.7037162,-0.423677989,-0.633756944,1.58221242,1.257860254,-20.66547004,5.0968523,128UL
0.914914884,1.001868967,0.913208129,20.71032039,-0.417264596,-0.63204592,1.598781061,1.264429144,-20.6716857,5.0952381,128UL
0.910880571,1.001850181,0.909198389,20.72176318,-0.417632254,-0.624765166,1.584505268,1.258771333,-20.68349497,5.21226796,128UL
0.914342303,1.00184248,0.912660744,20.70947668,-0.37830381,-0.634904115,1.576057701,1.255411367,-20.67139005,5.1267151,128UL
0.912166577,1.00184435,0.91048732,20.71015745,-0.410534207,-0.625924011,1.577756474,1.256087765,-20.67203098,5.0952381,128UL
0.913655829,1.001855286,0.911963875,20.70848633,-0.414258154,-0.6229799,1.586829412,1.259694174,-20.67013732,5.16868443,128UL
0.912897818,1.001858807,0.911204066,20.69741002,-0.420693556,-0.626407335,1.588132829,1.260211422,-20.6590089,5.17029863,128UL
0.914171289,1.001843348,0.912489254,20.70629268,-0.408356931,-0.63984201,1.576313039,1.255513058,-20.66819401,5.13559322,128UL
0.913258037,1.001881261,0.911543186,20.70653305,-0.445974025,-0.612210962,1.608679762,1.268337401,-20.66765181,5.11864407,128UL
0.914383263,1.001821557,0.91272069,20.70015798,-0.366700569,-0.657055678,1.556807121,1.247720771,-20.66252002,5.11864407,128UL
0.91413059,1.001868705,0.912425536,20.70331585,-0.40959638,-0.633882836,1.597476599,1.263913209,-20.66469962,5.1283293,128UL
0.913049858,1.001845755,0.911367697,20.70963463,-0.417620768,-0.624842485,1.578874864,1.256532874,-20.67148015,5.11702986,128UL
0.913394135,1.001854211,0.911703644,20.69669186,-0.393071594,-0.634371917,1.584106769,1.258613034,-20.65838685,5.11460856,128UL
0.911276881,1.001882587,0.909564546,20.69833641,-0.419944971,-0.617930297,1.608536345,1.268280862,-20.65944321,5.23163842,128UL
0.915413827,1.001850387,0.913723085,20.69069866,-0.403108672,-0.631075605,1.579933653,1.256954117,-20.65248357,5.07263922,128UL
0.913993772,1.001848514,0.91230736,20.70068957,-0.399645606,-0.624854301,1.579862958,1.256925996,-20.66249466,5.12510089,128UL
0.912501976,1.001823005,0.910841507,20.709193,-0.378390074,-0.649090911,1.559401133,1.248759838,-20.67150874,5.1275222,128UL
0.912297952,1.001864896,0.910599778,20.7040544,-0.416338745,-0.619937691,1.594343534,1.26267317,-20.66551536,5.17191284,128UL
0.910561308,1.001842468,0.908886714,20.69867667,-0.407805919,-0.632277872,1.574403492,1.254752363,-20.66061016,5.18240516,128UL
0.912712007,1.001836794,0.911038617,20.69319554,-0.401647598,-0.623463605,1.568737209,1.252492399,-20.65525609,5.17110573,128UL
0.91424068,1.001838698,0.912562753,20.70108724,-0.399571561,-0.639305544,1.571557214,1.253617651,-20.66309405,5.14124294,128UL
0.911897271,1.00186902,0.910196096,20.69550219,-0.422888958,-0.616052438,1.59653963,1.263542492,-20.65689404,5.1912833,128UL
0.912552563,1.00185348,0.910864294,20.69626976,-0.39410539,-0.631053559,1.58341935,1.258339918,-20.6579806,5.10653753,128UL
0.913560221,1.001848556,0.911874569,20.6901571,-0.422175013,-0.627820536,1.578291887,1.256300874,-20.65198075,5.11299435,128UL
0.913109262,1.001837427,0.911434568,20.6257609,-0.373456208,-0.628188607,1.55906509,1.24862528,-20.58793209,5.05569007,0UL
0.911927135,1.001868462,0.910226412,20.6265366,-0.388333275,-0.611517911,1.585444096,1.259144192,-20.58806859,5.16707022,0UL
0.910270241,1.00185919,0.908581016,20.63102275,-0.390768477,-0.611109574,1.578285094,1.256298171,-20.59273694,5.18886198,0UL
0.911580548,1.001861246,0.909887025,20.62624697,-0.371576837,-0.628918266,1.57929386,1.25669959,-20.58792777,5.16545601,0UL
0.908410263,1.001875549,0.906709684,20.62286429,-0.396649587,-0.601960194,1.590874167,1.261298604,-20.58425751,5.21953188,0UL
0.912009659,1.001879092,0.910299123,20.64616826,-0.39225884,-0.62381238,1.597475209,1.263912659,-20.60744498,5.15819209,0UL
0.910432703,1.001862478,0.908740194,20.6282971,-0.38087781,-0.616286155,1.58065104,1.257239452,-20.58994877,5.20661824,0UL
0.912923898,1.001863104,0.911226188,20.63136334,-0.384504089,-0.608453379,1.581650883,1.257637024,-20.59299644,5.13962873,0UL
0.910747455,1.001860802,0.909055882,20.63800259,-0.406756309,-0.598274077,1.580718775,1.25726639,-20.59967068,5.20661824,0UL
0.907285098,1.001886667,0.905576576,20.62906108,-0.409412487,-0.610184121,1.601240188,1.265401197,-20.59021421,5.23002421,0UL
0.911615011,1.001879668,0.909904693,20.63915174,-0.447131813,-0.579832941,1.596877701,1.263676264,-20.60042977,5.15496368,0UL
0.911446821,1.001867256,0.909748088,20.63738153,-0.405826078,-0.605217902,1.586090835,1.259400983,-20.59891807,5.12106538,0UL
0.910130693,1.001877077,0.908425509,20.63899674,-0.412518517,-0.594691341,1.594658499,1.262797885,-20.60032834,5.15173527,0UL
0.912316567,1.001839077,0.910641827,20.62776284,-0.393895634,-0.621622202,1.560764442,1.249305584,-20.58989644,5.14769976,0UL
0.912335171,1.001870398,0.910631927,20.63419126,-0.433820714,-0.599512676,1.588260887,1.26026223,-20.59566916,5.08716707,0UL
0.908782991,1.001859948,0.90709584,20.63899846,-0.41692231,-0.593670075,1.580147956,1.257039361,-20.60068226,5.19693301,0UL
0.909041905,1.001835639,0.90737629,20.63350889,-0.393875459,-0.612232268,1.558723085,1.24848832,-20.59570261,5.18401937,0UL
0.909552759,1.001866727,0.907858036,20.63322814,-0.395620817,-0.605237656,1.585004556,1.258969641,-20.59478329,5.24616626,0UL
0.907483776,1.001870103,0.905789855,20.62687687,-0.426131492,-0.589296886,1.586885602,1.259716477,-20.58837449,5.21146085,0UL
0.911050054,1.001864191,0.909354843,20.63121763,-0.383916644,-0.614897884,1.582548805,1.257993961,-20.59282866,5.18563357,0UL
0.911138636,1.001847971,0.909457985,20.63863984,-0.393008884,-0.60961674,1.569946011,1.252974864,-20.60057058,5.18321226,0UL
0.909872286,1.001848374,0.908193604,20.63804602,-0.383236735,-0.621464996,1.570197272,1.253075126,-20.59996957,5.20903955,0UL
0.911848506,1.001868835,0.91014759,20.63453041,-0.395829767,-0.610190194,1.586989494,1.259757713,-20.5960398,5.17675545,0UL
0.913016319,1.001872686,0.911309723,20.64098565,-0.395150989,-0.621346843,1.591245319,1.261445726,-20.60240383,5.15012107,0UL
0.913036082,1.00183123,0.911367158,20.63525685,-0.394291013,-0.607797012,1.555253114,1.247097877,-20.59753801,5.0661824,0UL
0.911471321,1.001855805,0.909782942,20.62860669,-0.392442917,-0.611770349,1.575050145,1.255010018,-20.59039494,5.16384181,0UL
0.91120017,1.001835503,0.909530724,20.63876403,-0.403472201,-0.610610111,1.559401434,1.248759958,-20.60095094,5.14043584,0UL
0.910113312,1.001842258,0.908439731,20.63956208,-0.363735124,-0.635639628,1.565246114,1.251097963,-20.60160859,5.20500404,0UL
0.911710526,1.001859413,0.910018426,20.65519733,-0.410259115,-0.609375806,1.58217507,1.257845408,-20.61686208,5.13962873,0UL
0.910318248,1.001857362,0.908630592,20.64144451,-0.408510953,-0.602352959,1.578331223,1.25631653,-20.60317694,5.15415658,0UL
0.910391709,1.001862515,0.908699243,20.63100312,-0.363545099,-0.622756463,1.581096943,1.257416774,-20.592649,5.24455205,0UL
0.912488258,1.001856585,0.910797286,20.64462344,-0.401743819,-0.608677068,1.578158465,1.256247772,-20.60636597,5.10169491,0UL
0.911275914,1.001866538,0.909578152,20.64567389,-0.42029327,-0.601178422,1.586756413,1.259665199,-20.60720976,5.13720743,0UL
0.910711813,1.001849434,0.90903062,20.63413677,-0.378997262,-0.613593419,1.570500315,1.25319604,-20.59604574,5.20338983,0UL
0.910442719,1.001859571,0.908752829,20.63866802,-0.386030328,-0.614459946,1.579778178,1.25689227,-20.60036017,5.25262309,0UL
0.910961399,1.001884316,0.909248088,20.63896588,-0.398197953,-0.604156857,1.600786435,1.265221891,-20.60014869,5.20661824,0UL
0.910820394,1.001848637,0.909139724,20.63166051,-0.369495698,-0.634380335,1.569448148,1.252776176,-20.59359044,5.15899919,0UL
0.910402393,1.001877889,0.908695962,20.6346304,-0.401362455,-0.613225137,1.594671903,1.262803193,-20.59595348,5.20177562,0UL
0.90982429,1.001838127,0.908154985,20.63803492,-0.389690584,-0.608705439,1.561514589,1.249605773,-20.60016919,5.1937046,0UL
0.911801056,1.001848172,0.910118999,20.64936758,-0.395842292,-0.613209753,1.571749124,1.253694191,-20.6112744,5.10976594,0UL
0.910152326,1.001888472,0.908436769,20.6538446,-0.438389281,-0.594809328,1.606621044,1.267525559,-20.61491392,5.15173527,0UL
0.910192439,1.001857121,0.908505235,20.64784619,-0.408030706,-0.605878371,1.579106057,1.256624867,-20.60957172,5.22114609,0UL
0.912977205,1.001844758,0.911296084,20.65015121,-0.383333369,-0.623700759,1.568972827,1.252586455,-20.61212682,5.13317191,0UL
0.911601149,1.001862951,0.909906039,20.65686156,-0.403297612,-0.613622925,1.585433115,1.259139832,-20.61845038,5.16787732,0UL
0.912363369,1.001860066,0.910669463,20.65727015,-0.413178688,-0.6095895,1.583047167,1.258192023,-20.6189176,5.13478611,0UL
0.910445618,1.001856729,0.9087583,20.6651879,-0.39901946,-0.609184221,1.581426621,1.25754786,-20.62688935,5.21549636,0UL
0.911476413,1.001880075,0.909765985,20.6538315,-0.431077075,-0.595786524,1.59949562,1.264711675,-20.61507361,5.13962873,0UL
0.910988611,1.001859198,0.909298046,20.64582045,-0.396850754,-0.607801137,1.580556295,1.257201772,-20.60750702,5.19935431,0UL
0.911019364,1.001876739,0.909312821,20.641047,-0.408190867,-0.612332936,1.594689368,1.262810108,-20.60238171,5.18886199,0UL
0.912190799,1.001846545,0.910509503,20.64582996,-0.379374224,-0.62294529,1.569830878,1.25292892,-20.60777678,5.20500404,0UL
0.90925345,1.001859265,0.907566044,20.64875951,-0.415988083,-0.592997266,1.581063531,1.257403488,-20.61043925,5.19693301,0UL
0.912089496,1.001839035,0.910415211,20.63644348,-0.378951736,-0.623164069,1.562042943,1.249817164,-20.598562,5.12671509,0UL
0.908557045,1.001882037,0.90685032,20.65259631,-0.405198613,-0.599063545,1.600968334,1.265293774,-20.61380037,5.23083131,0UL
0.910308122,1.001850317,0.908626874,20.65307642,-0.410756182,-0.604212294,1.574133463,1.254644756,-20.61493226,5.15092817,0UL
0.912096186,1.001866305,0.910397107,20.651925,-0.418606037,-0.605544999,1.587520178,1.259968324,-20.61345401,5.15254238,0UL
0.912598094,1.001842419,0.910919799,20.65779541,-0.3907736,-0.607032129,1.568149253,1.252257662,-20.61980509,5.11864407,0UL
0.908883422,1.001873299,0.907183995,20.66190389,-0.407320048,-0.596476547,1.594992663,1.262930189,-20.62327034,5.30266344,0UL
0.912605774,1.001857033,0.910914176,20.64640446,-0.407814794,-0.606864534,1.578810803,1.256507383,-20.60813447,5.10976594,0UL
0.912645821,1.001852398,0.910958363,20.65071894,-0.399816497,-0.61665468,1.575539484,1.255204957,-20.61253631,5.13317191,0UL
0.910318795,1.001840785,0.908646173,20.63398457,-0.392115767,-0.615406458,1.563152578,1.250261004,-20.59607163,5.15012107,0UL
0.912619191,1.001853154,0.910931095,20.64070487,-0.385108635,-0.613698842,1.574652218,1.254851472,-20.60252522,5.13962873,0UL
0.912355133,1.001820688,0.910697038,20.64423722,-0.38771649,-0.621007078,1.547670324,1.244053987,-20.6067188,5.1614205,0UL
0.910705378,1.001857508,0.909016872,20.63089731,-0.420727614,-0.601536555,1.576841912,1.255723661,-20.5926463,5.12429378,0UL
0.908248532,1.001861379,0.906561079,20.63336716,-0.396300601,-0.606298789,1.580497084,1.257178223,-20.595032,5.2921711,0UL
0.911489272,1.001875913,0.909782599,20.6339373,-0.408667386,-0.611445584,1.592891612,1.262098099,-20.5953023,5.14850686,0UL
0.908545109,1.001860441,0.906857953,20.63284248,-0.395098946,-0.595280124,1.579623094,1.256830575,-20.59452756,5.22921711,0UL
0.912322366,1.001866529,0.910622662,20.64149174,-0.409595703,-0.603538577,1.586105912,1.259406968,-20.60303559,5.15657788,0UL
0.910296509,1.001866197,0.908600881,20.64211947,-0.3949428,-0.60848329,1.585921327,1.259333684,-20.60366897,5.1937046,0UL
0.91055434,1.001834821,0.908886695,20.64095631,-0.379473873,-0.616883985,1.559155544,1.248661501,-20.6031532,5.16464891,0UL
0.910429363,1.001845392,0.908752358,20.64756014,-0.399504648,-0.609916785,1.569116756,1.252643906,-20.60952748,5.15980629,0UL
0.91138731,1.001858431,0.909696702,20.65008117,-0.396073632,-0.59914951,1.58055884,1.257202784,-20.6117756,5.21953189,0UL
0.91065721,1.001857154,0.908969114,20.67016232,-0.389173896,-0.619409877,1.582549234,1.257994131,-20.6318458,5.15819209,0UL
0.911024149,1.001846624,0.909344931,20.66960779,-0.4066746,-0.615049336,1.573516193,1.254398738,-20.63150915,5.12832929,0UL
0.912519062,1.001833827,0.910848724,20.66117957,-0.368753567,-0.628892465,1.561367733,1.249547011,-20.6233599,5.18321227,0UL
0.910215762,1.001884862,0.908503359,20.65233076,-0.413664361,-0.599322536,1.603323203,1.266223994,-20.61347721,5.17110573,0UL
0.910423312,1.001864334,0.908729137,20.65785757,-0.382939991,-0.620280508,1.586759109,1.259666269,-20.6194161,5.19451171,0UL
0.911378083,1.001859736,0.909686307,20.66007669,-0.394420862,-0.616784816,1.583196597,1.258251404,-20.62172573,5.18644068,0UL
0.911415919,1.001861621,0.909722361,20.65216031,-0.387638777,-0.608599063,1.583582551,1.258404764,-20.61378527,5.20661824,0UL
0.911925365,1.001858056,0.910234099,20.65917022,-0.384950186,-0.618360956,1.581632394,1.257629673,-20.62085551,5.20661825,0UL
0.913063055,1.001872885,0.911356189,20.64524688,-0.366485378,-0.62638362,1.592071642,1.261773213,-20.60665298,5.13801452,0UL
0.910706189,1.001840618,0.909033006,20.65006426,-0.36836627,-0.629340583,1.565448579,1.251178876,-20.6121252,5.13236481,0UL
0.912673016,1.001840598,0.910996238,20.64011486,-0.384140282,-0.61370026,1.563923389,1.250569226,-20.6021945,5.08958838,0UL
0.909723187,1.001842045,0.908050516,20.64129811,-0.35338961,-0.627302461,1.565329049,1.251131108,-20.60334581,5.23325263,0UL
0.910542396,1.001835301,0.908874338,20.63857286,-0.395750993,-0.607470712,1.559201453,1.248679884,-20.60076427,5.15980629,0UL
0.910264266,1.001856029,0.90857792,20.65241259,-0.40397993,-0.608390982,1.578877687,1.256533997,-20.61415213,5.21146085,0UL
0.909351173,1.001861056,0.907661963,20.64924505,-0.364460021,-0.631209124,1.582656672,1.258036832,-20.61088704,5.2582728,0UL
0.911001266,1.001890073,0.909282655,20.64972042,-0.414558073,-0.597999255,1.607337497,1.267808147,-20.61076457,5.20419693,0UL
0.913774765,1.001867806,0.912071193,20.64056621,-0.399462059,-0.61309044,1.587045936,1.259780114,-20.60208552,5.11380145,0UL
0.908784492,1.001888188,0.90707177,20.64577464,-0.417175305,-0.606521398,1.60512488,1.266935231,-20.60686501,5.19531881,0UL
0.910398331,1.001862283,0.908706063,20.65571756,-0.396902798,-0.607989169,1.584690014,1.258844714,-20.61732228,5.15738498,0UL
0.912083682,1.001862786,0.910387824,20.64858939,-0.40470242,-0.606764497,1.584023154,1.258579816,-20.61019701,5.11945117,0UL
0.911245715,1.001851304,0.90956184,20.64249474,-0.370165548,-0.616722994,1.573357258,1.254335385,-20.60434983,5.22276029,0UL
0.910244958,1.001857581,0.908557239,20.65199435,-0.367136902,-0.620069139,1.580130737,1.257032512,-20.61370272,5.23163841,0UL
0.912149125,1.001874601,0.910442409,20.65621639,-0.384706632,-0.618832168,1.595219971,1.263020179,-20.61756667,5.22760291,0UL
